30-Oct-2015 10-58-01	pool reseted
30-Oct-2015 10-58-01	pool reseted
30-Oct-2015 10-58-01	pool reseted
30-Oct-2015 10-58-01	pool reseted
30-Oct-2015 10-58-01	pool reseted
30-Oct-2015 10-58-01	experiment created.
30-Oct-2015 10-58-26	beginning practice trials:
30-Oct-2015 10-58-28	presenting practice trial 0.
30-Oct-2015 10-58-34	presenting practice trial 1.
30-Oct-2015 10-58-42	presenting practice trial 2.
30-Oct-2015 10-58-48	presenting practice trial 3.
30-Oct-2015 10-58-58	presenting practice trial 4.
30-Oct-2015 10-59-06	presenting practice trial 5.
30-Oct-2015 10-59-14	presenting practice trial 6.
30-Oct-2015 10-59-21	presenting practice trial 7.
30-Oct-2015 10-59-28	presenting practice trial 8.
30-Oct-2015 10-59-36	presenting practice trial 9.
30-Oct-2015 10-59-47	beginning trials:
30-Oct-2015 10-59-48	presenting trial 0.
30-Oct-2015 10-59-56	saved trial 0.
30-Oct-2015 10-59-56	presenting trial 1.
30-Oct-2015 11-00-02	saved trial 1.
30-Oct-2015 11-00-02	presenting trial 2.
30-Oct-2015 11-00-12	saved trial 2.
30-Oct-2015 11-00-12	presenting trial 3.
30-Oct-2015 11-00-18	saved trial 3.
30-Oct-2015 11-00-18	presenting trial 4.
30-Oct-2015 11-00-24	saved trial 4.
30-Oct-2015 11-00-24	presenting trial 5.
30-Oct-2015 11-00-33	saved trial 5.
30-Oct-2015 11-00-33	presenting trial 6.
30-Oct-2015 11-00-41	saved trial 6.
30-Oct-2015 11-00-41	presenting trial 7.
30-Oct-2015 11-00-48	saved trial 7.
30-Oct-2015 11-00-48	presenting trial 8.
30-Oct-2015 11-00-55	saved trial 8.
30-Oct-2015 11-00-55	presenting trial 9.
30-Oct-2015 11-01-04	saved trial 9.
30-Oct-2015 11-01-04	presenting trial 10.
30-Oct-2015 11-01-10	saved trial 10.
30-Oct-2015 11-01-10	taking a break
30-Oct-2015 11-01-12	presenting trial 11.
30-Oct-2015 11-01-18	saved trial 11.
30-Oct-2015 11-01-18	presenting trial 12.
30-Oct-2015 11-01-25	saved trial 12.
30-Oct-2015 11-01-25	presenting trial 13.
30-Oct-2015 11-01-32	saved trial 13.
30-Oct-2015 11-01-32	presenting trial 14.
30-Oct-2015 11-01-39	saved trial 14.
30-Oct-2015 11-01-39	presenting trial 15.
30-Oct-2015 11-01-52	saved trial 15.
30-Oct-2015 11-01-52	presenting trial 16.
30-Oct-2015 11-02-00	saved trial 16.
30-Oct-2015 11-02-00	presenting trial 17.
30-Oct-2015 11-02-10	saved trial 17.
30-Oct-2015 11-02-10	presenting trial 18.
30-Oct-2015 11-02-21	saved trial 18.
30-Oct-2015 11-02-21	presenting trial 19.
30-Oct-2015 11-02-27	saved trial 19.
30-Oct-2015 11-02-27	presenting trial 20.
30-Oct-2015 11-02-34	saved trial 20.
30-Oct-2015 11-02-34	taking a break
30-Oct-2015 11-02-35	presenting trial 21.
30-Oct-2015 11-02-41	saved trial 21.
30-Oct-2015 11-02-41	presenting trial 22.
30-Oct-2015 11-02-49	saved trial 22.
30-Oct-2015 11-02-49	presenting trial 23.
30-Oct-2015 11-02-55	saved trial 23.
30-Oct-2015 11-02-55	presenting trial 24.
30-Oct-2015 11-03-01	saved trial 24.
30-Oct-2015 11-03-01	presenting trial 25.
30-Oct-2015 11-03-07	saved trial 25.
30-Oct-2015 11-03-07	presenting trial 26.
30-Oct-2015 11-03-14	saved trial 26.
30-Oct-2015 11-03-14	presenting trial 27.
30-Oct-2015 11-03-20	saved trial 27.
30-Oct-2015 11-03-20	presenting trial 28.
30-Oct-2015 11-03-26	saved trial 28.
30-Oct-2015 11-03-26	presenting trial 29.
30-Oct-2015 11-03-33	saved trial 29.
30-Oct-2015 11-03-33	presenting trial 30.
30-Oct-2015 11-03-41	saved trial 30.
30-Oct-2015 11-03-41	taking a break
30-Oct-2015 11-03-42	presenting trial 31.
30-Oct-2015 11-03-48	saved trial 31.
30-Oct-2015 11-03-48	presenting trial 32.
30-Oct-2015 11-03-56	saved trial 32.
30-Oct-2015 11-03-56	presenting trial 33.
30-Oct-2015 11-04-04	saved trial 33.
30-Oct-2015 11-04-04	presenting trial 34.
30-Oct-2015 11-04-10	saved trial 34.
30-Oct-2015 11-04-10	presenting trial 35.
30-Oct-2015 11-04-15	saved trial 35.
30-Oct-2015 11-04-15	presenting trial 36.
30-Oct-2015 11-04-24	saved trial 36.
30-Oct-2015 11-04-24	presenting trial 37.
30-Oct-2015 11-04-30	saved trial 37.
30-Oct-2015 11-04-30	presenting trial 38.
30-Oct-2015 11-04-38	saved trial 38.
30-Oct-2015 11-04-38	presenting trial 39.
30-Oct-2015 11-04-46	saved trial 39.
30-Oct-2015 11-04-46	presenting trial 40.
30-Oct-2015 11-04-54	saved trial 40.
30-Oct-2015 11-04-54	taking a break
30-Oct-2015 11-04-58	presenting trial 41.
30-Oct-2015 11-05-04	saved trial 41.
30-Oct-2015 11-05-04	presenting trial 42.
30-Oct-2015 11-05-13	saved trial 42.
30-Oct-2015 11-05-13	presenting trial 43.
30-Oct-2015 11-05-21	saved trial 43.
30-Oct-2015 11-05-21	presenting trial 44.
30-Oct-2015 11-05-27	saved trial 44.
30-Oct-2015 11-05-27	presenting trial 45.
30-Oct-2015 11-05-33	saved trial 45.
30-Oct-2015 11-05-33	presenting trial 46.
30-Oct-2015 11-05-40	saved trial 46.
30-Oct-2015 11-05-40	presenting trial 47.
30-Oct-2015 11-05-48	saved trial 47.
30-Oct-2015 11-05-48	presenting trial 48.
30-Oct-2015 11-05-54	saved trial 48.
